incident_date,route,ccil,narrative,found_location,location_name,latitude,longitude,postcode
2020-02-20,Eastern (East Coast),CCIL 2098253 ,"Fault No. 788526 / At 1817, 1Y90, London North Eastern Railway, 1802 York – London King's Cross, came to a stand on the Up Main line south of Balne Low Gate Level Crossing, North Yorkshire after OLE section 111 had tripped at 1816 and reclosed at 1828. The driver advised that there were no issues with the train’s pantograph however, the train was only able to move forward for 5 metres and lost power. 1Y90 was authorised to proceed forward in diesel mode at 1841. At 1855 the driver of 1E22 London North Eastern Railway 1600 Edinburgh – London King's Cross with over 500 passengers on board reported that they had struck what appeared to be an OLE stanchion in the vicinity of Moss Level Crossing between Doncaster and Temple Hirst. No injuries were reported. An emergency isolation of OLE sections 111, 112, 113, and 114 was carried out and a Line Blockage of both the Up Main and Down Main lines between Joan Croft Junction and Temple Hirst taken to allow the driver to inspect the train. In the interim services were diverted via Ferrybridge and Goole where possible. OLE staff, a Mobile Operations Manager, Earthwork staff, a fitter and the BT Police (ref 553) were summoned to attend whilst an assisting locomotive was sourced from Doncaster to assist the disabled train. Following an inspection it was reported that insulators at Structure E265/18 had broken, with the cantilever damaged and hanging down from the contact wire. At 2117 the Down Main line was handed back to all traction albeit with a 50 mph ESR in place. 1E22 was on the move with assistance at 2156, 200 mins late. Single Line working was introduced on the Down Main line at 2239 after back log of trains had been cleared. Arrangements were put in place for repair work to be carried out after close of service with the possibility of reopening the line at start of service with high speed coasting in place.",Doncaster,Doncaster,53.521497100000005,-1.140234479,DN1 1PE
2020-02-20,Wales and Western (Western),CCIL 2098290 ,"Fault No. 461164 / At 2005 8334 points, the Up & Down Main line crossover at Maidenhead, failed with loss of normal detection on the A end of the points, blocking the Up Main line. S&T attended at 2050 and by 2126 had secured the points in the normal position with detection maintained pending further investigations overnight. S&T staff returned to site and identified a loose terminal. The points were restored at 0144.",Maidenhead,Maidenhead,51.51866595,-0.7226586979999999,SL6 1EW
2020-02-20,Wales and Western (Western),CCIL 2097195 ,"Fault No. 460960, 460962 / With reference to the item in this section of Monday’s Report concerning a loss of signalling following a lightning strike at Lostwithiel: Emergency Special Working was removed on the Up line at 1056 after S&T confirmed the signalling was in order.",Lostwithiel,Lostwithiel,50.40749717,-4.665464131,PL22 0EW
2020-02-20,Wales and Western (Western),CCIL 2097195 ,"Fault No. 460960, 460962 / With reference to the item in this section of Monday’s Report concerning a loss of signalling following a lightning strike at Lostwithiel: Emergency Special Working was removed on the Up line at 1056 after S&T confirmed the signalling was in order.",Lostwithiel,Lostwithiel,50.407587,-4.665684,L22 0EW
2020-02-20,Eastern (Anglia),CCIL 2098289 ,"At 2009 the driver of 4L07, GB Railfreight, 14144 Birch Coppice – Felixstowe, reported from Derby Road station that locomotive 66789 has shut down due to an oil pressure fault. An assisting locomotive was despatched from Felixstowe and attached to the front of the failed train at 2125. 4L07 departed at 2140, assisted to destination.",Eastern (Anglia),,,,
2020-02-20,North West and Central (NW),CCIL 2097973 ,"Fault No. 882851 / At 0748 the driver of 1M06, Avanti West Coast, 0540 Glasgow Central – London Euston reported moving floodwater at railhead level on the Up Main line at Lambrigg, between Penrith and Oxenholme. The Up line was blocked to traffic. Passing services advised there was three flooded sites in total (21m 4ch on the Down line, 23m, 14ch on the Up line and 23m 37ch on both lines. The Down line was blocked at 0811. A Mobile Operations Manager arrived on site at 0845 to inspect the site. By 0920, the Down line had re- opened to traffic at 5 mph. By 1010 P’Way on site had inspected all the flooding sites and authorised movement at line speed.",Penrith,Penrith,54.662,-2.758,CA11 7JQ
2020-02-20,Wales and Western (Western),CCIL 2098006 ,"Fault No. 461091 / At 0855 Didcot ECR advised there had been a tripping in sections 4025 and 4026 on the Up and Down Main line between Wotton Bassett Junction and Chippenham. A passing service advised that there was a tree resting on the OLE on the Down line at signal SW1241. The Down line was blocked but the Up line remained open to traffic, once re-energised. Down direction services were diverted via Hullavington where possible. The Up Main line section, 4025, was re-energised at 0919. OLE and Off-Track staff arrived at 1013 to take a Line Blockage of both lines, remove the tree and inspect the equipment. After Off-Track staff removed the tree at 1130, it was advised the OLE had not been damaged. Staff on site further advised there were two other trees in precarious positions that needed attention. The Line Blockage was extended, and all services diverted via Hullavington, whilst two other trees were cut down. This was completed by 1218, allowing the Line Blockage to be given up, three electric traction services were observed through, all reporting nothing amiss, allowing normal signalling to resume at 1337.",Wales and Western (Western),,,,
2020-02-20,North West and Central (NW),CCIL 2098162 ,"Fault No. 882915 / At 1448 the driver of 1G35, West Midlands Trains, 1431 Liverpool Lime Street – Birmingham New Street reported that whilst travelling on the Up Ditton line at Runcorn, they observed that the OLE had come down on the Down Ditton line at Runcorn. A passing service advised at 1510 that there was 30-50 metres of OLE down, with the Up line unaffected. OLE staff advised at 1606 that there was a return conductor hanging down over three to four spans at Runcorn viaduct at structure L181/16, with one dropper hanging below the contact wire. Extra staff and the required equipment were brought to site, arriving at 1708. After taking a Line Blockage of both lines, temporary repairs were completed by 1754 and the Line Blockage cancelled at 1805. Arrangements were made for staff to attend overnight to fit catenary clamps.",Runcorn,Runcorn,53.33871197,-2.7392517030000003,WA7 5UB
2020-02-20,Eastern (EM),No CCIL Entry ,"At 0914 Govia Thameslink Railway advised that 9T91, Govia Thameslink Railway, 0822 Bedford – Three Bridges was delayed at London St. Pancras due to power issues on unit 700117. By 0923, the driver had overcome the issue and the service went forward, 13 minutes late.",Eastern (EM),,,,
2020-02-21,Southern (Sussex),CCIL 2098547 ,"Fault No. 159510 / At 0954, 1K16, Govia Thameslink Railway, 0915 Epsom – London Bridge, formed by units 377314, 377301",Southern (Sussex),,,,
2020-02-21,Wales and Western (Western),CCIL 2098426 ,"Fault No. 461172 / At 0511, Freightliner reported that a wagon, KEA type VTG3229, from 6A25, Freightliner, 0251 Tytherington – Appleford, had become derailed within the Stone Terminal, with possible track spread as the cause. The incident was initially reported to have not occurred on Network Rail Infrastructure. A Mobile Operations Manager and P’Way staff were sent to site. At 0649 the Mobile Operations Manager confirmed that the derailment, by one bogie, had occurred on Network Rail infrastructure at a set of hand points leading to the push back stop block. The BRUFF team was requested at 0824, with staff being sent from Didcot and Wigan. An Investigating Officer was appointed. At 1003 Freightliner reported that the train had become divided at the time of the incident. Fitters from VTG attended to check the couplings. The rerailing team arrived on site at 1110. The wagon was rerailed by 1514 and was confirmed as fit to move at 1640. P’Way staff stated at 2006 that the right hand switch could be made good to allow trains from Tytherington siding to the single line but that the left hand switch was unserviceable. The NOC sent out a parts request in connection with this.",Wales and Western (Western),,,,
2020-02-21,Wales and Western (Western),CCIL 2098664 ,"At 1449, the driver of 2C18, Great Western Railway, 1242 Gloucester – Yeovil Pen Mill, formed by units 158763 & 158745, consisting of four vehicles in all, stopped the train short on the platform at Oldfield Park station, with the rear set of doors not accommodated and with the guard releasing the doors. No passenger incidents were reported. The train crew were authorised to continue.",Oldfield Park,Oldfield Park,51.37920116,-2.3802944999999998,BA2 3RS
2020-02-21,Wales and Western (Wales),CCIL 2098555 ,"At 1018, the driver of 2L47, Transport for Wales, 0746 Cheltenham – Maesteg, reported a near miss at British Tissues UWC, between Tondu and Garth, with a group of people wearing PPE who passed over the crossing as the train approached. No request had been made to use the crossing. The driver was shaken by the incident but was able to continue. No Network Rail staff were in the area. Investigations revealed that Balfour Beatty and National Grid staff were working in the area. A Mobile Operations Manager attended and confirmed the crossing in order at 1120. The Mobile Operations Manager also spoke to the group, reminding them of the correct procedure for use of the crossing. All details were passed to the BT Police (ref 175).",British Tissues,British Tissues,51.572918,-3.6174160000000004,F34 9RS
2020-02-21,Southern (Kent),CCIL 2098637 ,"At 1323, the driver of 1S34, Southeastern, 1210 London Victoria – Dover Priory, reported a near miss at Simpsons FP Crossing, between Sittingbourne and Newington, with a person wearing headphones who passed over the crossing as the train approached. The driver was fit to continue. Following trains were cautioned until 1326 after the area was reported clear. A Mobile Operations Manager attended and at 1534 confirmed the crossing in order.",Sittingbourne,Sittingbourne,51.34197466,0.7346975290000001,ME10 3ED
2020-02-21,Southern (Sussex),CCIL 2098808 ,"Fault No. 159521 / At 2046, the driver of 2C63, Govia Thameslink Railway, 2025 Seaford – Brighton, reported a near miss at Itford MSL crossing, between Lewes and Southease, with a person who walked out on to the crossing in front of the train. The driver was fit to continue. A Mobile Operations Manager attended and at 2143 confirmed the crossing in order.",Itford,Itford,50.83148,0.030739999999999996,BN8 6EP
2020-02-21,North West and Central (WCMLS),CCIL 2098341 ,"Fault No. 882942 / At 2305 (Thu), the driver of 1U46, West Midlands Trains, 2153 Crewe – London Euston reported a fire in the cable troughing near RN3434 on the Up Trent Valley Fast line between Nuneaton OHNS and Attleborough Junction. As the driver was reporting the fire, the signaller advised that axle counters RNJP, RNJM, RNJL and RNJK had failed on the Up Trent Valley Fast line, holding RN3434 and RN3438 at red. A Mobile Operations Manager and S&T staff were mobilised to site and BT Police (ref. 703) were advised. A freight service was requested to examine from the adjacent line and reported that the fire was still burning. P&D staff were mobilised to site. The Mobile Operations Manager and S&T staff arrived on site at 2347 (Thu) and reported that there was extensive damage to power cables, but they were unable to approach until P&D had attended. It was advised that the auto transformer feeder (ATF) 25kv cable was run through the troughing at this location. Rugby ECO were requested to de-energise the ATF to allow access. This was confirmed de-energised at 0050 (Fri). Attempted cable theft was confirmed with 60 meters of 25kv cable having had its outer sheathing removed before an attempted cut had taken place. P&D and OLE staff attended and undertook repairs. S&T staff undertook repairs to axle counter cabling. The 25kv replacement cable was confirmed on site at 0656 and work continued until 0920 when it was advised that until a ‘C’ form had been issued, no work could take place within 2.75 meters of the damaged cable. This was issued at 1045 and following the cable replacement and rectification of blown fuses in association with the attempted cable theft, normal signalling was authorised at 1309 after a service was passed through the section to remove aspect restrictions.",Nuneaton,Nuneaton,52.52638876,-1.463873901,CV11 4BU
2020-02-21,Southern (Wessex),CCIL  2098613 ,"At 1242, 1P33, South Western Railway, 1200 London Waterloo – Portsmouth Harbour, formed by units 444016 & 444033, overran Godalming station by 10 coach lengths, returning to the station with permission. The driver stated that the overrun was due to forgetting the stopping pattern of the service. The driver was fit to continue.",Southern (Wessex),,,,
2020-02-21,Wales and Western (Western),CCIL 2098270 ,"Fault No. 461156 / At 1850 (Thu), P’Way staff reported a cracked crossing in No 8189A points at Southall West Junction, affecting the Down Main line, which required to be repaired within seven days and was to be inspected daily. At 1051, P’Way staff reported that the defect had worsened, requiring a 20 mph ESR to be imposed. Services were cautioned or diverted to the Down Relief line. Service reductions were implemented with the affected operators to ease congestion. P’Way staff arranged for the warning equipment to be positioned. Due to resourcing issues, the replacement could not be undertaken on Friday and was planned to be undertaken on Saturday night.",Southall,Southall,51.50596158,-0.37861308299999996,UB2 4AA
2020-02-21,Eastern (East Coast),CCIL 2098253 ,"Fault No. 788526 / With reference to the item in this section of yesterday’s Report regarding 1E22 striking an OLE stanchion on the Up Main line between Doncaster and Temple Hirst. Following rectification work, the possession was cancelled and normal signalling resumed at 0555, with no requirement for coasting.",Doncaster,Doncaster,53.521497100000005,-1.140234479,DN1 1PE
2020-02-21,Eastern (North & East),CCIL 2098465 ,"Fault No. 788559 / At 0644, York ECO advised that OHL section 168 between Leeds West Junction and Neville Hill had tripped with 3A15, London North Eastern Railway, 0615 Neville Hill – Harrogate in Leeds Platform 8 and 5V06, Northern, 0640 Neville Hill – Leeds on the Up Hull Goods line, in section. The driver of 3A15 reported a flash and bang from the rear of the train. OLE staff attended and investigations were ongoing at the close of this Report.",Leeds West,Leeds West,53.79489697,-1.547435079,LS1 4DY
2020-02-21,Scotland,CCIL 2098626 ,"Fault No. 350196 / At 1302, the driver of 1B28, ScotRail, 1207 Aberdeen – Edinburgh Waverley, reported that AH14 signal on the Up Main line at Arbroath had reverted from off to red as the train approached. The driver was unable to stop and passed the signal at red. S&T staff attended and rectified the signal fault at 1545. The driver was fit to continue.",Arbroath,Arbroath,56.55956606,-2.5889363999999997,DD11 1RQ
2020-02-21,Scotland,CCIL 2098626 ,"Fault No. 350196 / At 1302, the driver of 1B28, ScotRail, 1207 Aberdeen – Edinburgh Waverley, reported that AH14 signal on the Up Main line at Arbroath had reverted from off to red as the train approached. The driver was unable to stop and passed the signal at red. S&T staff attended and rectified the signal fault at 1545. The driver was fit to continue.",Arbroath,Arbroath,56.562174,-2.588923,D11 3TL
2020-02-21,Wales and Western (Western),CCIL 2098495 ,"Fault No. 461184 / At 0752, LGJ and LGK axle counters on the Down Westbury line at Colthrop, between Thatcham and Midgham, holding the barriers at Colthrop MCB LC in the Down position and T2853 signal at danger. A Mobile Operations Manager, P’Way and S&T staff were sent to site, with the Thames Valley Police (ref",Colthrop,Colthrop,51.394946999999995,-1.2279129999999998,G19 4AJ
2020-02-21,North West and Central (C),CCIL 2098666 ,"Fault No. 883046 / At 1440, the Marylebone North Workstation signaller advised that track circuit RG had momentarily failed at Bicester South Junction. Trains were talked past ME208 signal on the Up Main and ME210 signal on the Up Bletchley Chord. S&T were on site at 1532 to investigate and reported at 1612 that a fault with the tuning unit on the track circuit feeder had been identified. Spare parts were sourced and a 10 minute Line Blockage of the Up Main was granted by the Marylebone North signaller at 1655 for S&T to carry out the repairs. The track circuit still failed however and a further 10 minute Line Blockage was taken by S&T at 1750. During the Line Blockage, another fault was identified with a receiver. S&T staff undertook the repairs and were granted another Line Blockage at 1920 until 1948 to carry out testing. The repair work had been successful, allowing normal signalling to resume at 1952. Arrangements were made for S&T to return during the night for further follow up testing.",Bicester South Junction,Bicester South Junction,51.89349443,-1.148065862,OX26 6HU
2020-02-21,Scotland,CCIL 2098589 ,"Fault No. 350189 / At 1118, the driver of 2N49, ScotRail, 1051 Glasgow Queen Street – Alloa, reported flood water flowing across both the Down and Up Perth lines between Larbert North Junction and Alloa Junction. A Mobile Operations Manager was dispatched to site. On arrival at 1150, the Mobile Operations Manager reported that a caution to traffic was required on the Down Perth line only, but by 1215 the water level had increased and a 5mph speed restriction was placed on both lines. The signaller also reported that track circuit no. 3313 had failed on the Down Perth line. Services were amended with Glasgow Queen Street – Alloa and Edinburgh Waverley – Dunblane terminating/starting at Stirling. At 1346, the Up Perth line was authorised for normal signalling as the flood water had receded. The 5mph speed restriction remained in place on the Down Perth line until 1718, when normal signalling was resumed following the water level dropping and the track circuit clearing.",Larbert North,Larbert North,56.02269305,-3.8305762339999996,FK5 4AN
2020-02-21,Scotland,CCIL 2096858 ,"Fault No. 349992 / At 1137, the watchman at Mill O’Kier viaduct, reported that the water level had breached the yellow line. Amey were contacted to arrange an absailer to undertake an examination of the structure, once the water level had dropped back below the yellow mark. The water level continued to rise. Perth and Stirling signal boxes were notified at 1316 that no further services towards Dunblane should be permitted. A watchman remained on site throughout the day and reported at 1725 that the water levels had risen. The line was closed at 1734. Arrangements were made for an Amey Structures engineer to attend site on Saturday morning to examine the viaduct.",Mill,Mill,52.97186,-0.62985,G32 2NZ
2020-02-21,Scotland,CCIL 2091381 ,"Fault No. 349312 / At 1253, the signaller at Yoker East reported that track circuit no. 439 on the Down Singer line at Knightswood Tunnel was slow to clear after the passage of 2S27, ScotRail, 1158 Whifflet – Dalmuir. A following service was requested to examine the line and reported water coming from the roof of the tunnel and flooding the Down Singer line just below rail head height. A 5mph caution was placed on the Down Singer line. Some services were diverted via Yoker. The ICC flight engineer reported that three pumps were working within the tunnel. At 1321, the signaller reported that track circuit no. 439 had failed and services were then authorised passed YH527 signal with the 5mph caution still in place. The E&P staff were contacted to establish if the remaining two pumps within the tunnel could be manually started. They reported that the location of the flood water did not correspond with the location of the remaining two pumps. At 1440 it was reported that the water level had receded sufficiently to allow the lifting of the speed restriction. A 5mph ESR was reinstated on the Down line as water continued to seep in through the retaining walls but was slowly dissipating. Track staff arranged to attend site on Saturday morning to check water levels ahead of start of service.",Yoker,Yoker,55.89273102,-4.387412084,G81 1AD
2020-02-21,North West and Central (NW),CCIL 2098614 ,"Fault No. 883026 / At 1230, the driver of 1M11, Avanti West Coast, 1040 Glasgow Central – London Euston, reported that the OHL was blowing around in the wind at Scout Green between Shap and Tebay. A service examined the line in each direction and reported high winds and a dropper off between stations G425/23 and G427/41. A 50mph ESR was imposed between Tebay and Shap on the Up and Down Main lines. OHL staff were mobilised. At 1421 OHL staff undertook a cab ride on board 9S90, Avanti West Coast, 1043 London Euston – Edinburgh Waverley and confirmed one loose dropper. The ESR was withdrawn at 1511.",Tebay,Tebay,54.427,-2.5982,CA10 3XJ
2020-02-21,Scotland,CCIL 2098830 ,"Fault No. 350235 / At 2137, the driver of 2V60, ScotRail, 2114 Balloch – Springburn, reported water above the railhead at Bowling. A 5mph ESR was imposed on both lines between Dumbarton East and Dalmuir. The driver of 2V43, ScotRail, 2054 Springburn – Balloch reported at 2155 that both the Up and Down lines were under water, which was flowing fast. Both lines were blocked. Access to the West Highland line was lost as a result with 1B01, Serco Caledonian Sleeper Limited, 1950 Fort William – Edinburgh Waverley terminated short of destination and passengers forwarded by road. P’Way staff arrived on site at 2159, advising that the drains were overwhelmed with pumps not an option, and they will reattend at 0500 (Sat).",Dumbarton East,Dumbarton East,55.94223566,-4.554121225,G82 2EP
2020-02-21,Southern (Kent),CCIL 2098680 ,"At 1504, the driver of 2L44, Southeastern, 1442 London Charing Cross – Dartford, reported that the train was at a stand on the Down Kent Fast line between Edward Street Junction and New Cross with a loss of line light. The driver attempted a reboot, but this did not clear the fault. A Mobile Operations Manager was sent to site and at 1546 reported that the train was not in contact with the Conductor rail, with the driver declaring the train a failure. An assisting unit was sent to site, arriving at 1618. The combined train was on the move at 1634 to Hither Green where the service was terminated. Regular contact was maintained with the crew on 2L44 with no passenger issues reported.",Southern (Kent),,,,
2020-02-22,Southern (Sussex),CCIL 2099113 ,"Fault No. 159533 / At 1335, 1E28, Govia Thameslink Railway, 1233 Uckfield – London Bridge, passed T134 signal on the Up Slow line at South Croydon at red by ½ a coach length, being stopped by a TPWS intervention. The driver was challenged and reported a loss of concentration (group 2 cause). After consultation with Govia Thameslink Railway, the driver was judged fit to continue and was met on arrival at East Croydon, where they were relieved for interview and screening.",South Croydon,South Croydon,51.36296514,-0.093452155,CR2 7PA
2020-02-22,Wales and Western (Western),CCIL 2099079 ,"At 0949, a Mobile Operations Manager reported that to allow the steam locomotive hauling 1Z83, West Coast Railways, 0709 London Paddington – Worcester Shrub Hill to be watered at Swindon Transfer Yard, a possession of the Transfer Sidings would be arranged to be taken to allow staff to run the water pipes across the tracks. Before the possession could be taken the Mobile Operations Manager became aware that the West Coast Railway staff were already watering the locomotive. All details were passed to West Coast Railways, who will undertake an investigation.",Swindon,Swindon,51.56547293,-1.785510103,SN1 1DQ
2020-02-22,Southern (Sussex),CCIL 2099204 ,"At 1522, the driver of 1P40, Govia Thameslink Railway, 1450 Caterham – London Bridge, formed by units 377706 & 377604, consisting of 10 coaches in total, stopped the train at the 4 car marker on the platform at East Croydon and released all the doors. No passengers alighted from the portion not accommodated in the platform. The service was terminated at East Croydon.",East Croydon,East Croydon,51.37500564,-0.092276539,CR0 1LF
2020-02-22,Eastern (Anglia),CCIL 2099306 ,"At 1842, a Network Rail Programme Manager advised of a late reported staff accident. A contractor working for Keltbray at Manor Park became trapped between two RRV vehicles at approximately 1600. An ambulance was called but was not used. The person was taken to hospital to have their injuries assessed. The worksite was closed down by Keltbray management, who were investigating the incident at the close of this Report.",Manor Park,Manor Park,51.55235651,0.04529243,E12 5EP
2020-02-22,Scotland,CCIL 2099258 ,"At 1948, the Yoker West signaller advised that 2E53, ScotRail, 1846 Airdrie – Balloch was at a stand at Singer station awaiting police attendance as a stabbing was reported to have taken place onboard the train. Paramedics treated the injured party on site (non-life threatening injuries). 2E53 terminated at Singer and ran as ECS to Yoker Depot, where BT Police (ref. 502) and Police Scotland attended at 2028 to examine the train. SOCO arrived at Yoker Depot at 2054.",Singer,Singer,55.90765879,-4.405482609,G81 2JQ
2020-02-22,North West and Central (North West),CCIL 2099361 ,"At 2219, a member of P’Way staff reported that they were removing spikes from the track with an extractor, which sprung up and struck them and broke their nose. The person was conveyed to hospital for treatment.",North West and Central (North West),,,,
2020-02-22,Eastern (East Coast),CCIL 2099184 ,"At 1349, the driver of 2D36, Northern, 1226 Bishop Auckland – Saltburn, reported a near miss at Saltburn Riding School (UWC) level crossing with two persons on horseback. The riders crossed as the train approached and the driver applied the emergency brake. The driver was fit to continue. The BT Police were advised by email. The signaller confirmed that they had not received any requests to use the crossing. A Mobile Operations Manager attended and confirmed both phones were working correctly.",Saltburn Riding School ,Saltburn Riding School ,54.584338,-0.997297,S12 1PW
2020-02-22,North West and Central (C),CCIL 2099024 ,"At 0733, 1G09, Chiltern, 0700 London Marylebone – Birmingham Snow Hill, formed by units 168110 & 168106, comprising seven coaches in all, overran Princes Risborough station by an unknown distance. The driver was not authorised to return to the station and was instructed to continue to Haddenham & Thame Parkway. The driver stated that the overrun was due to mis-judging the braking distance for a seven car unit. The driver was fit to continue to Birmingham Moor Street where they were relieved.",North West and Central (C),,,,
2020-02-22,Southern (Kent),CCIL 2099145 ,"At 1212, 2R28, Southeastern, 1031 London Victoria – Dover Priory, formed by units 375907 & 375925, comprising eight coaches, overran Sandling station by ½ a coach length, with one set of doors affected not released. The driver stated that the overrun was due to poor adhesion. The driver was fit to continue. The next service reported no issues in stopping at the station. A Mobile Operations Manager was sent to site with drivers of subsequent services advised. At 1300 the Mobile Operations Manager reported that the rails on both lines were clean.",Southern (Kent),,,,
2020-02-22,Eastern (Anglia),CCIL 2098921 ,"Fault No. 305813 / At 0256, P’Way staff reported that whilst carrying out a crossing inspection at Stowmarket station, they had discovered a rail defect on the Down Main line that would require an immediate 5mph ESR. Staff were sent from site to collect the ESR boards. Staff on site requested a Line Blockage of the Up Main line in order to provide protection to replace the rail and increase the ESR to 50mph, but this was not possible due to single line working in use due to repairs ongoing to another rail defect at Stowmarket. The ESR boards were erected by 0508. Significant delay was incurred by freight services through the area.",Stowmarket,Stowmarket,52.18972565,1.000016541,IP14 1RQ
2020-02-22,Wales and Western (Western),CCIL 2099066 ,"Fault No. 461293 / At 0925, the Single line between Shelwick Junction and Ledbury was blocked after the driver of 1V22, West Midlands Trains, 0750 Birmingham New Street – Hereford reported a distorted rail. A Mobile Operations Manager and P’Way staff were sent to site. Services were terminated at Great Malvern. At 1005, the Mobile Operations Manager reported a visible kink in the rail at 144m18ch at the end of recent tamper work. Remedial work was undertaken by P’Way staff, with the line reopened at 1331 and a 20 mph ESR imposed. Further work was undertaken between trains with line speed restored at 1732.",Great Malvern,Great Malvern,52.10920685,-2.318281662,WR14 3AL
2020-02-22,Wales and Western (Western),CCIL 2098964 ,"Fault No. 461303 / At 1321 P’Way staff reported that they had discovered a cracked weld on the Up Kemble line between Kemble and Swindon Junction. The line was blocked pending inspection by a Welding Supervisor. At 1351 authority was given for the line to be reopened with a 20mph ESR imposed after a Watchman was in place. At 1449 the Maintenance Engineer reported that the defect was to be classed as a Cat 1A defect requiring immediate clamping with repairs to be completed within 36/48 hours. A Mobile Operations Manager attended to act as the Rail Defect Nominee but was only able to open the line with a 5mph ESR imposed. Clamps were installed by 1632, allowing the ESR to be eased to 20mph. Services were cautioned until the warning boards were in place at 1742. Full rectification work is planned to take place overnight tonight (Sunday) within a booked possession.",Kemble,Kemble,51.67627148,-2.0230964830000002,GL7 6AW
2020-02-22,North West and Central (NW),CCIL 2098933 ,"Fault No. 883082 / At 0614, the driver of 1F27, West Midlands Trains, 0548 Crewe Liverpool Lime Street, reported witnessing a flash from the OLE as the train approached DN103 signal on the Down Ditton line at Runcorn bridge. Crewe ECO advised that section PW6 had tripped at 0608 and reset at 0612. This was in the same area as the previous OLE dewirement on 20/02/20. A following service examined the line and reported that the return conductor was down and not safe to pass on the Down Ditton line. A block to services was placed between Crewe and Liverpool. The examining service 1B00, Transport for Wales, 0604 Chester – Liverpool Lime Street, was set back to Runcorn where it terminated and formed the return service to Chester. Up line services were unaffected and diesel services were authorised to Runcorn where they terminated. Avanti West Coast services were diverted via the Chat Moss lines or terminated at Warrington Bank Quay. A Mobile Operations Manager and OHL staff were mobilised to site and an isolation of the affected section was granted at 0732 by Crewe ECO once all electric traction services were clear of the limits. At 0910, following the passage of 1A17, Avanti West Coast, Liverpool Lime Streel – London Euston, a Line Blockage of the Up and Down Ditton lines was granted to undertake the rectification work. Initial estimates for the completion of work slipped when staff on site experienced equipment failure, but this was overcome and the Line Blockage and isolation were handed back at 1105, allowing normal signalling to resume.",Warrington Bank Quay,Warrington Bank Quay,53.38553871,-2.602849785,WA1 1LW
2020-02-22,Scotland,CCIL 2099100 ,"Fault No. 350283 / At 1031, Cathcart ECO reported that OLE sections PC1, 2, 3 & 4 had tripped between Haymarket Central and East Junctions. Sections PC1, 2 & 3 reset at 1033, with two services in section. The drivers of 2M26, ScotRail, 0855 Milngavie – Edinburgh Waverley and 1P18, ScotRail, 0936 Stirling – Edinburgh Waverley were requested to lower their pantographs. Section PC4 was re-energised once the pantographs were lowered. The pantograph of 1P18 was raised and the service was authorised forward to Edinburgh Waverley 33 minutes late. Multiple services were trapped in rear (see section 07 of this report). A block to services from Glasgow Queen Street was put in place. When the driver of 2M26 attempted to raise their pantograph, section PC4 again tripped. The driver reported a loud bang when the pantograph was raised. The driver of 1R36, ScotRail, 0945 Glasgow Queen Street – Edinburgh Waverley, reported having issues resetting the train prior to raising their pantograph. These were overcome and the service was on the move at 1145. This cleared a route for other trapped services to be signalled via Haymarket Central Junction to Edinburgh Waverley. At 1217, the rear pantograph was raised on 2M26 without incident, allowing the service to proceed to Edinburgh Waverley. The unit was taken out of service and ran ECS to Yoker for maintenance attention. OHL staff reported no issues found during their examination of the OHL infrastructure.",Haymarket,Haymarket,55.945802,-3.2184445860000004,EH12 5EY
2020-02-22,Southern (Sussex),CCIL 2099146 ,"Fault No. 159531 / At 1212, detection was momentarily lost on No.1849 points at Brighton, causing T446 signal on platform 7 at Brighton to revert to danger. The signaller maintained the points in the Normal position but was unable set a route, preventing services to access the Down Main lines or to be routed towards Lewes. A Mobile Operations Manager and S&T staff were sent to site, with alternative routes being used. Initial investigations were undertaken by S&T staff with the points losing detection when moved to Reverse. The points were secured in the Normal position pending further investigations. A gap in the service was created to allow S&T staff 20 minutes access at 1620 to undertake further testing, with the points restored at 1640 after attention to the points motor.",Brighton,Brighton,50.82895322,-0.141225193,BN1 3XP
2020-02-22,Eastern (East Coast),CCIL 2099168 ,"Fault No. 788712 / At 1313, the Shift Signalling Manager at Doncaster PSB reported No.2258 points had failed with no Normal or Reverse detection at Retford North Junction on the Down Main line to Up Main line crossover. 1N83, London North Eastern Railway, 1106 London King’s Cross – York was trapped in section. Other services were diverted via the Down Slow line. S&T staff and a Mobile Operations Manager were mobilised to site. At 1336, it was confirmed that the points had been secured in the Normal position with detection, allowing services to resume running, but that there was significant damage to the points gears and motor. P’Way and S&T staff were requested to attend, as voiding was apparent below the sleepers and was the likely cause of the broken motor and gearbox. Repairs were carried out in between trains and commenced at 1459. Further parts were sourced for renewals overnight.",Doncaster,Doncaster,53.521497100000005,-1.140234479,DN1 1PE
2020-02-22,Eastern (East Coast),CCIL 2099163 ,"Fault No. 788707 / At 1229, the signaller at Tweedmouth reported that Belford CCTV level crossing had failed between Belford Crossovers and Crag Mill Loop, holding one signal in each direction at red. Services were cautioned from T109 signal on the Down Main line and T112 signal on the Up Main line. S&T staff and a Mobile Operations Manager were mobilised to site. Staff were confirmed on site at 1340 and at 1425 they signed the crossing back in use, allowing normal signalling to resume. S&T staff advised that the failure was due to a microswitch which was associated with the defective boom. A replacement was sourced and late turn staff attended at 1615. Repairs were ongoing at the close of this Report.",Tweedmouth,Tweedmouth,55.761,-2.008,TD15 2BA
